X1,Sex,ageband,Wales_Quintile_2019,popn,category,random
43748,Male,85,3,10204,Category_D,13
43749,Male,85,3,10204,Category_E,52
43750,Male,85,3,10204,Category_F,1
43751,Male,85,3,10204,Category_G,24
43752,Male,85,3,10204,Category_H,33
43753,Male,85,3,10204,Category_I,10
43754,Male,85,3,10204,Category_J,25
43755,Male,85,3,10204,Category_K,1
43756,Male,85,3,10204,Category_L,26
43757,Male,85,3,10204,Category_M,1
43758,Male,85,3,10204,Category_N,0
43759,Male,85,3,10204,Category_O,33
43760,Male,85,3,10204,Category_P,253
43985,Male,85,4,9227,Category_A,269
43986,Male,85,4,9227,Category_B,566
43987,Male,85,4,9227,Category_C,65
43988,Male,85,4,9227,Category_D,16
43989,Male,85,4,9227,Category_E,52
43990,Male,85,4,9227,Category_F,0
43991,Male,85,4,9227,Category_G,20
43992,Male,85,4,9227,Category_H,42
43993,Male,85,4,9227,Category_I,9
43994,Male,85,4,9227,Category_J,18
43995,Male,85,4,9227,Category_K,1
43996,Male,85,4,9227,Category_L,30
43997,Male,85,4,9227,Category_M,4
43998,Male,85,4,9227,Category_N,0
43999,Male,85,4,9227,Category_O,20
44000,Male,85,4,9227,Category_P,245
44225,Male,85,5,6724,Category_A,231
44226,Male,85,5,6724,Category_B,425
44227,Male,85,5,6724,Category_C,49
44228,Male,85,5,6724,Category_D,9
44229,Male,85,5,6724,Category_E,41
44230,Male,85,5,6724,Category_F,1
44231,Male,85,5,6724,Category_G,24
44232,Male,85,5,6724,Category_H,31
44233,Male,85,5,6724,Category_I,6
44234,Male,85,5,6724,Category_J,24
44235,Male,85,5,6724,Category_K,0
44236,Male,85,5,6724,Category_L,15
44237,Male,85,5,6724,Category_M,3
44238,Male,85,5,6724,Category_N,0
44239,Male,85,5,6724,Category_O,14
44240,Male,85,5,6724,Category_P,215
44465,Male,90,1,3370,Category_A,120
44466,Male,90,1,3370,Category_B,294
44467,Male,90,1,3370,Category_C,64
44468,Male,90,1,3370,Category_D,8
44469,Male,90,1,3370,Category_E,38
44470,Male,90,1,3370,Category_F,1
44471,Male,90,1,3370,Category_G,25
44472,Male,90,1,3370,Category_H,32
44473,Male,90,1,3370,Category_I,22
44474,Male,90,1,3370,Category_J,19
44475,Male,90,1,3370,Category_K,0
44476,Male,90,1,3370,Category_L,16
44477,Male,90,1,3370,Category_M,0
44478,Male,90,1,3370,Category_N,0
44479,Male,90,1,3370,Category_O,18
44480,Male,90,1,3370,Category_P,192
44705,Male,90,2,3696,Category_A,135
44706,Male,90,2,3696,Category_B,355
44707,Male,90,2,3696,Category_C,50
44708,Male,90,2,3696,Category_D,6
44709,Male,90,2,3696,Category_E,35
44710,Male,90,2,3696,Category_F,0
44711,Male,90,2,3696,Category_G,23
44712,Male,90,2,3696,Category_H,49
44713,Male,90,2,3696,Category_I,21
44714,Male,90,2,3696,Category_J,7
44715,Male,90,2,3696,Category_K,0
44716,Male,90,2,3696,Category_L,11
44717,Male,90,2,3696,Category_M,1
44718,Male,90,2,3696,Category_N,0
44719,Male,90,2,3696,Category_O,14
44720,Male,90,2,3696,Category_P,202
44945,Male,90,3,3298,Category_A,162
44946,Male,90,3,3298,Category_B,339
44947,Male,90,3,3298,Category_C,41
44948,Male,90,3,3298,Category_D,16
44949,Male,90,3,3298,Category_E,22
44950,Male,90,3,3298,Category_F,0
44951,Male,90,3,3298,Category_G,25
44952,Male,90,3,3298,Category_H,28
44953,Male,90,3,3298,Category_I,35
44954,Male,90,3,3298,Category_J,9
44955,Male,90,3,3298,Category_K,1
44956,Male,90,3,3298,Category_L,11
44957,Male,90,3,3298,Category_M,2
44958,Male,90,3,3298,Category_N,0
44959,Male,90,3,3298,Category_O,18
44960,Male,90,3,3298,Category_P,174
45185,Male,90,4,3006,Category_A,115
45186,Male,90,4,3006,Category_B,288
45187,Male,90,4,3006,Category_C,46
45188,Male,90,4,3006,Category_D,8
45189,Male,90,4,3006,Category_E,27
45190,Male,90,4,3006,Category_F,0
45191,Male,90,4,3006,Category_G,16
45192,Male,90,4,3006,Category_H,20
45193,Male,90,4,3006,Category_I,31
45194,Male,90,4,3006,Category_J,13
45195,Male,90,4,3006,Category_K,1
45196,Male,90,4,3006,Category_L,8
45197,Male,90,4,3006,Category_M,3
45198,Male,90,4,3006,Category_N,0
45199,Male,90,4,3006,Category_O,14
45200,Male,90,4,3006,Category_P,195
45425,Male,90,5,2414,Category_A,89
45426,Male,90,5,2414,Category_B,203
45427,Male,90,5,2414,Category_C,44
45428,Male,90,5,2414,Category_D,8
45429,Male,90,5,2414,Category_E,10
45430,Male,90,5,2414,Category_F,0
45431,Male,90,5,2414,Category_G,18
45432,Male,90,5,2414,Category_H,22
45433,Male,90,5,2414,Category_I,30
45434,Male,90,5,2414,Category_J,9
45435,Male,90,5,2414,Category_K,0
45436,Male,90,5,2414,Category_L,5
45437,Male,90,5,2414,Category_M,1
45438,Male,90,5,2414,Category_N,0
45439,Male,90,5,2414,Category_O,10
45440,Male,90,5,2414,Category_P,143
